feedback_id,order_id,complaint_tag,rating_stars,refund_issued
FB_84991,84991,None,5,FALSE
FB_84992,84992,None,4,FALSE
FB_84993,84993,Late,1,FALSE
FB_84994,84994,None,5,FALSE
FB_84995,84995,Not Tasty,2,FALSE
FB_84996,84996,Late,1,FALSE
FB_84997,84997,None,4,FALSE
FB_84998,84998,Late,3,FALSE
FB_84999,84999,None,5,FALSE
FB_85000,85000,None,4,FALSE
FB_85001,85001,None,5,FALSE
FB_85002,85002,None,5,FALSE
FB_85003,85003,Late,2,TRUE
FB_85004,85004,None,5,FALSE
FB_85005,85005,None,4,FALSE
FB_85006,85006,None,4,FALSE
FB_85007,85007,None,5,FALSE
FB_85008,85008,Late,2,FALSE
FB_85009,85009,None,4,FALSE
FB_85010,85010,None,5,FALSE
FB_85011,85011,None,5,FALSE
FB_85012,85012,None,4,FALSE
FB_85013,85013,None,5,FALSE
FB_85014,85014,None,5,FALSE
FB_85015,85015,None,4,FALSE
FB_85016,85016,None,5,FALSE
FB_85017,85017,Spill,2,TRUE
FB_85018,85018,Spill,1,TRUE
FB_85019,85019,None,4,FALSE
FB_85020,85020,None,4,FALSE
FB_85021,85021,None,4,FALSE
FB_85022,85022,None,5,FALSE
FB_85023,85023,Not Tasty,2,FALSE
FB_85024,85024,None,4,FALSE
FB_85025,85025,None,4,FALSE
FB_85026,85026,None,4,FALSE
FB_85027,85027,None,5,FALSE
FB_85028,85028,None,5,FALSE
FB_85029,85029,None,4,FALSE
FB_85030,85030,None,4,FALSE
FB_85031,85031,None,5,FALSE
FB_85032,85032,None,5,FALSE
FB_85033,85033,None,5,FALSE
FB_85034,85034,None,5,FALSE
FB_85035,85035,None,5,FALSE
FB_85036,85036,None,4,FALSE
FB_85037,85037,Late,3,FALSE
FB_85038,85038,None,5,FALSE
FB_85039,85039,Spill,1,TRUE
FB_85040,85040,None,4,FALSE
FB_85041,85041,None,5,FALSE
FB_85042,85042,None,5,FALSE
FB_85043,85043,None,5,FALSE
FB_85044,85044,None,5,FALSE
FB_85045,85045,None,5,FALSE
FB_85046,85046,Late,1,TRUE
FB_85047,85047,None,5,FALSE
FB_85048,85048,None,4,FALSE
FB_85049,85049,None,5,FALSE
FB_85050,85050,None,4,FALSE
FB_85051,85051,None,4,FALSE
FB_85052,85052,None,5,FALSE
FB_85053,85053,Not Tasty,3,FALSE
FB_85054,85054,None,5,FALSE
FB_85055,85055,Late,3,FALSE
FB_85056,85056,None,4,FALSE
FB_85057,85057,Not Tasty,3,FALSE
FB_85058,85058,None,4,FALSE
FB_85059,85059,None,5,FALSE
FB_85060,85060,None,5,FALSE
FB_85061,85061,Late,2,TRUE
FB_85062,85062,None,5,FALSE
FB_85063,85063,None,5,FALSE
FB_85064,85064,None,4,FALSE
FB_85065,85065,Late,1,FALSE
FB_85066,85066,None,4,FALSE
FB_85067,85067,None,5,FALSE
FB_85068,85068,None,4,FALSE
FB_85069,85069,Not Tasty,3,FALSE
FB_85070,85070,None,4,FALSE
FB_85071,85071,None,5,FALSE
FB_85072,85072,None,5,FALSE
FB_85073,85073,None,5,FALSE
FB_85074,85074,Not Tasty,3,FALSE
FB_85075,85075,None,5,FALSE
FB_85076,85076,None,4,FALSE
FB_85077,85077,None,4,FALSE
FB_85078,85078,None,4,FALSE
FB_85079,85079,Late,3,FALSE
FB_85080,85080,None,5,FALSE
FB_85081,85081,None,5,FALSE
FB_85082,85082,None,5,FALSE
FB_85083,85083,None,5,FALSE
FB_85084,85084,Late,2,FALSE
FB_85085,85085,None,4,FALSE
FB_85086,85086,None,4,FALSE
FB_85087,85087,None,5,FALSE
FB_85088,85088,None,4,FALSE
FB_85089,85089,None,4,FALSE
FB_85090,85090,None,4,FALSE
FB_85091,85091,None,5,FALSE
FB_85092,85092,Spill,1,TRUE
FB_85093,85093,Not Tasty,2,FALSE
FB_85094,85094,None,5,FALSE
FB_85095,85095,None,4,FALSE
FB_85096,85096,None,5,FALSE
FB_85097,85097,None,4,FALSE
FB_85098,85098,Late,2,FALSE
FB_85099,85099,None,4,FALSE
FB_85100,85100,None,5,FALSE
FB_85101,85101,Not Tasty,3,FALSE
FB_85102,85102,Late,1,FALSE
FB_85103,85103,Late,2,FALSE
FB_85104,85104,None,4,FALSE
FB_85105,85105,None,5,FALSE
FB_85106,85106,Late,1,FALSE
FB_85107,85107,None,4,FALSE
FB_85108,85108,Not Tasty,3,FALSE
FB_85109,85109,Late,1,FALSE
FB_85110,85110,None,5,FALSE
FB_85111,85111,None,5,FALSE
FB_85112,85112,None,4,FALSE
FB_85113,85113,None,5,FALSE
FB_85114,85114,None,5,FALSE
FB_85115,85115,None,5,FALSE
FB_85116,85116,None,4,FALSE
FB_85117,85117,None,4,FALSE
FB_85118,85118,None,5,FALSE
FB_85119,85119,None,5,FALSE
FB_85120,85120,None,4,FALSE
FB_85121,85121,None,4,FALSE
FB_85122,85122,None,4,FALSE
FB_85123,85123,Not Tasty,3,FALSE
FB_85124,85124,None,4,FALSE
FB_85125,85125,None,5,FALSE
FB_85126,85126,None,4,FALSE
FB_85127,85127,None,4,FALSE
FB_85128,85128,None,5,FALSE
FB_85129,85129,None,5,FALSE
FB_85130,85130,None,5,FALSE
FB_85131,85131,None,4,FALSE
FB_85132,85132,None,4,FALSE
FB_85133,85133,None,4,FALSE
FB_85134,85134,Late,2,TRUE
FB_85135,85135,None,5,FALSE
FB_85136,85136,None,4,FALSE
FB_85137,85137,Late,1,TRUE
FB_85138,85138,None,5,FALSE
FB_85139,85139,None,4,FALSE
FB_85140,85140,None,5,FALSE
FB_85141,85141,None,5,FALSE
FB_85142,85142,Late,2,TRUE
FB_85143,85143,None,5,FALSE
FB_85144,85144,None,5,FALSE
FB_85145,85145,None,4,FALSE
FB_85146,85146,None,5,FALSE
FB_85147,85147,Late,3,FALSE
FB_85148,85148,Not Tasty,3,TRUE
FB_85149,85149,None,5,FALSE
FB_85150,85150,None,4,FALSE
FB_85151,85151,Spill,2,FALSE
FB_85152,85152,None,4,FALSE
FB_85153,85153,None,4,FALSE
FB_85154,85154,Late,3,TRUE
FB_85155,85155,None,4,FALSE
FB_85156,85156,None,5,FALSE
FB_85157,85157,None,5,FALSE
FB_85158,85158,None,5,FALSE
FB_85159,85159,None,4,FALSE
FB_85160,85160,None,5,FALSE
FB_85161,85161,None,4,FALSE
FB_85162,85162,Late,2,FALSE
FB_85163,85163,None,5,FALSE
FB_85164,85164,None,4,FALSE
FB_85165,85165,None,5,FALSE
FB_85166,85166,None,5,FALSE
FB_85167,85167,None,5,FALSE
FB_85168,85168,Spill,2,FALSE
FB_85169,85169,None,5,FALSE
FB_85170,85170,None,4,FALSE
FB_85171,85171,None,4,FALSE
FB_85172,85172,None,5,FALSE
FB_85173,85173,None,4,FALSE
FB_85174,85174,None,4,FALSE
FB_85175,85175,Late,2,TRUE
FB_85176,85176,None,4,FALSE
FB_85177,85177,Not Tasty,2,FALSE
FB_85178,85178,None,5,FALSE
FB_85179,85179,None,4,FALSE
FB_85180,85180,None,4,FALSE
FB_85181,85181,Spill,2,TRUE
FB_85182,85182,None,4,FALSE
FB_85183,85183,None,4,FALSE
FB_85184,85184,None,5,FALSE
FB_85185,85185,Spill,1,TRUE
FB_85186,85186,None,4,FALSE
FB_85187,85187,None,5,FALSE
FB_85188,85188,Not Tasty,2,FALSE
FB_85189,85189,Late,2,TRUE
FB_85190,85190,None,4,FALSE
FB_85191,85191,Not Tasty,3,FALSE
FB_85192,85192,Not Tasty,3,TRUE
FB_85193,85193,None,5,FALSE
FB_85194,85194,Late,1,TRUE
FB_85195,85195,None,4,FALSE
FB_85196,85196,None,4,FALSE
FB_85197,85197,None,4,FALSE
FB_85198,85198,Late,2,FALSE
FB_85199,85199,None,4,FALSE
FB_85200,85200,None,5,FALSE
FB_85201,85201,None,5,FALSE
FB_85202,85202,None,5,FALSE
FB_85203,85203,None,4,FALSE
FB_85204,85204,None,4,FALSE
FB_85205,85205,Spill,2,TRUE
FB_85206,85206,Spill,1,TRUE
FB_85207,85207,Late,3,FALSE
FB_85208,85208,Not Tasty,2,FALSE
FB_85209,85209,Not Tasty,3,FALSE
FB_85210,85210,None,4,FALSE
FB_85211,85211,None,5,FALSE
FB_85212,85212,None,5,FALSE
FB_85213,85213,None,5,FALSE
FB_85214,85214,None,5,FALSE
FB_85215,85215,None,4,FALSE
FB_85216,85216,None,5,FALSE
FB_85217,85217,None,4,FALSE
FB_85218,85218,None,4,FALSE
FB_85219,85219,Not Tasty,3,FALSE
FB_85220,85220,Late,1,FALSE
FB_85221,85221,None,4,FALSE
FB_85222,85222,None,5,FALSE
FB_85223,85223,None,4,FALSE
FB_85224,85224,None,5,FALSE
FB_85225,85225,Not Tasty,2,FALSE
FB_85226,85226,None,4,FALSE
FB_85227,85227,Late,3,FALSE
FB_85228,85228,None,5,FALSE
FB_85229,85229,None,4,FALSE
FB_85230,85230,None,5,FALSE
FB_85231,85231,None,4,FALSE
FB_85232,85232,None,5,FALSE
FB_85233,85233,None,4,FALSE
FB_85234,85234,None,4,FALSE
FB_85235,85235,None,4,FALSE
FB_85236,85236,Not Tasty,3,FALSE
FB_85237,85237,None,4,FALSE
FB_85238,85238,None,4,FALSE
FB_85239,85239,None,4,FALSE
FB_85240,85240,None,4,FALSE
FB_85241,85241,Not Tasty,2,TRUE
FB_85242,85242,None,5,FALSE
FB_85243,85243,None,5,FALSE
FB_85244,85244,Not Tasty,2,FALSE
FB_85245,85245,None,4,FALSE
FB_85246,85246,Not Tasty,2,FALSE
FB_85247,85247,Not Tasty,3,FALSE
FB_85248,85248,Late,2,FALSE
FB_85249,85249,Not Tasty,3,TRUE
FB_85250,85250,None,5,FALSE
FB_85251,85251,None,5,FALSE
FB_85252,85252,Not Tasty,3,FALSE
FB_85253,85253,None,4,FALSE
FB_85254,85254,Spill,1,TRUE
FB_85255,85255,Not Tasty,2,FALSE
FB_85256,85256,None,5,FALSE
FB_85257,85257,None,4,FALSE
FB_85258,85258,None,4,FALSE
FB_85259,85259,None,5,FALSE
FB_85260,85260,None,5,FALSE
FB_85261,85261,None,5,FALSE
FB_85262,85262,Late,1,TRUE
FB_85263,85263,Late,3,FALSE
FB_85264,85264,None,5,FALSE
FB_85265,85265,None,5,FALSE
FB_85266,85266,Late,1,TRUE
FB_85267,85267,Late,3,FALSE
FB_85268,85268,Late,1,FALSE
FB_85269,85269,None,5,FALSE
FB_85270,85270,Late,3,TRUE
FB_85271,85271,None,5,FALSE
FB_85272,85272,None,4,FALSE
FB_85273,85273,Spill,2,FALSE
FB_85274,85274,None,5,FALSE
FB_85275,85275,None,5,FALSE
FB_85276,85276,None,5,FALSE
FB_85277,85277,None,4,FALSE
FB_85278,85278,Late,1,FALSE
FB_85279,85279,None,5,FALSE
FB_85280,85280,None,4,FALSE
FB_85281,85281,None,5,FALSE
FB_85282,85282,None,4,FALSE
FB_85283,85283,None,5,FALSE
FB_85284,85284,None,4,FALSE
FB_85285,85285,None,5,FALSE
FB_85286,85286,None,5,FALSE
FB_85287,85287,None,4,FALSE
FB_85288,85288,None,5,FALSE
FB_85289,85289,None,4,FALSE
FB_85290,85290,Late,3,TRUE
FB_85291,85291,None,5,FALSE
FB_85292,85292,Spill,1,FALSE
FB_85293,85293,None,4,FALSE
FB_85294,85294,None,5,FALSE
FB_85295,85295,None,4,FALSE
FB_85296,85296,None,4,FALSE
FB_85297,85297,None,5,FALSE
FB_85298,85298,None,4,FALSE
FB_85299,85299,None,4,FALSE
FB_85300,85300,None,4,FALSE
FB_85301,85301,None,4,FALSE
FB_85302,85302,None,4,FALSE
FB_85303,85303,None,4,FALSE
FB_85304,85304,Late,1,TRUE
FB_85305,85305,Late,2,FALSE
FB_85306,85306,None,5,FALSE
FB_85307,85307,None,4,FALSE
FB_85308,85308,None,5,FALSE
FB_85309,85309,None,4,FALSE
FB_85310,85310,Late,3,FALSE
FB_85311,85311,None,4,FALSE
FB_85312,85312,None,4,FALSE
FB_85313,85313,None,4,FALSE
FB_85314,85314,None,4,FALSE
FB_85315,85315,None,5,FALSE
FB_85316,85316,None,4,FALSE
FB_85317,85317,None,5,FALSE
FB_85318,85318,None,5,FALSE
FB_85319,85319,None,5,FALSE
FB_85320,85320,Late,1,FALSE
FB_85321,85321,None,5,FALSE
FB_85322,85322,None,4,FALSE
FB_85323,85323,None,4,FALSE
FB_85324,85324,None,4,FALSE
FB_85325,85325,None,4,FALSE
FB_85326,85326,None,4,FALSE
FB_85327,85327,None,4,FALSE
FB_85328,85328,Not Tasty,2,FALSE
FB_85329,85329,Late,1,TRUE
FB_85330,85330,None,4,FALSE
FB_85331,85331,Spill,2,TRUE
FB_85332,85332,Not Tasty,3,FALSE
FB_85333,85333,None,4,FALSE
FB_85334,85334,Late,3,FALSE
FB_85335,85335,None,5,FALSE
FB_85336,85336,None,5,FALSE
FB_85337,85337,None,5,FALSE
FB_85338,85338,None,4,FALSE
FB_85339,85339,None,5,FALSE
FB_85340,85340,None,5,FALSE
FB_85341,85341,None,5,FALSE
FB_85342,85342,None,5,FALSE
FB_85343,85343,None,4,FALSE
FB_85344,85344,None,4,FALSE
FB_85345,85345,None,4,FALSE
FB_85346,85346,None,4,FALSE
FB_85347,85347,None,5,FALSE
FB_85348,85348,None,4,FALSE
FB_85349,85349,None,4,FALSE
FB_85350,85350,Late,2,TRUE
FB_85351,85351,Not Tasty,2,FALSE
FB_85352,85352,Not Tasty,3,TRUE
FB_85353,85353,None,5,FALSE
FB_85354,85354,Spill,1,TRUE
FB_85355,85355,Late,3,FALSE
FB_85356,85356,None,4,FALSE
FB_85357,85357,Not Tasty,3,FALSE
FB_85358,85358,Late,1,FALSE
FB_85359,85359,None,5,FALSE
FB_85360,85360,Late,1,FALSE
FB_85361,85361,Spill,1,FALSE
FB_85362,85362,None,4,FALSE
FB_85363,85363,Late,2,TRUE
FB_85364,85364,Not Tasty,3,FALSE
FB_85365,85365,None,4,FALSE
FB_85366,85366,Late,3,TRUE
FB_85367,85367,None,4,FALSE
FB_85368,85368,None,5,FALSE
FB_85369,85369,None,5,FALSE
FB_85370,85370,None,4,FALSE
FB_85371,85371,None,5,FALSE
FB_85372,85372,None,4,FALSE
FB_85373,85373,None,5,FALSE
FB_85374,85374,None,4,FALSE
FB_85375,85375,None,5,FALSE
FB_85376,85376,Late,2,TRUE
FB_85377,85377,None,5,FALSE
FB_85378,85378,None,4,FALSE
FB_85379,85379,None,4,FALSE
FB_85380,85380,None,4,FALSE
FB_85381,85381,Late,3,FALSE
FB_85382,85382,Not Tasty,3,TRUE
FB_85383,85383,None,4,FALSE
FB_85384,85384,None,5,FALSE
FB_85385,85385,None,5,FALSE
FB_85386,85386,Late,2,FALSE
FB_85387,85387,None,5,FALSE
FB_85388,85388,Late,2,TRUE
FB_85389,85389,None,5,FALSE
FB_85390,85390,None,5,FALSE
FB_85391,85391,None,5,FALSE
FB_85392,85392,None,5,FALSE
FB_85393,85393,None,5,FALSE
FB_85394,85394,None,4,FALSE
FB_85395,85395,Not Tasty,2,FALSE
FB_85396,85396,None,4,FALSE
FB_85397,85397,None,4,FALSE
FB_85398,85398,None,5,FALSE
FB_85399,85399,Not Tasty,2,FALSE
FB_85400,85400,None,4,FALSE
FB_85401,85401,Spill,1,TRUE
FB_85402,85402,None,5,FALSE
FB_85403,85403,None,5,FALSE
FB_85404,85404,None,4,FALSE
FB_85405,85405,None,4,FALSE
FB_85406,85406,None,5,FALSE
FB_85407,85407,None,4,FALSE
FB_85408,85408,None,4,FALSE
FB_85409,85409,None,4,FALSE
FB_85410,85410,Late,1,FALSE
FB_85411,85411,None,4,FALSE
FB_85412,85412,None,4,FALSE
FB_85413,85413,Late,3,TRUE
FB_85414,85414,None,5,FALSE
FB_85415,85415,None,4,FALSE
FB_85416,85416,None,5,FALSE
FB_85417,85417,None,5,FALSE
FB_85418,85418,None,5,FALSE
FB_85419,85419,None,4,FALSE
FB_85420,85420,Not Tasty,3,TRUE
FB_85421,85421,None,4,FALSE
FB_85422,85422,None,5,FALSE
FB_85423,85423,None,5,FALSE
FB_85424,85424,Spill,1,FALSE
FB_85425,85425,None,4,FALSE
FB_85426,85426,Late,1,TRUE
FB_85427,85427,None,4,FALSE
FB_85428,85428,None,4,FALSE
FB_85429,85429,Spill,1,TRUE
FB_85430,85430,None,4,FALSE
FB_85431,85431,None,4,FALSE
FB_85432,85432,Late,1,FALSE
FB_85433,85433,None,4,FALSE
FB_85434,85434,Late,3,FALSE
FB_85435,85435,None,5,FALSE
FB_85436,85436,None,4,FALSE
FB_85437,85437,None,5,FALSE
FB_85438,85438,None,4,FALSE
FB_85439,85439,None,4,FALSE
FB_85440,85440,Not Tasty,3,FALSE
FB_85441,85441,None,4,FALSE
FB_85442,85442,None,4,FALSE
FB_85443,85443,None,4,FALSE
FB_85444,85444,None,5,FALSE
FB_85445,85445,None,4,FALSE
FB_85446,85446,None,4,FALSE
FB_85447,85447,None,4,FALSE
FB_85448,85448,None,4,FALSE
FB_85449,85449,None,4,FALSE
FB_85450,85450,None,4,FALSE
FB_85451,85451,None,5,FALSE
FB_85452,85452,None,5,FALSE
FB_85453,85453,None,5,FALSE
FB_85454,85454,None,4,FALSE
FB_85455,85455,Late,3,TRUE
FB_85456,85456,None,5,FALSE
FB_85457,85457,None,5,FALSE
FB_85458,85458,None,5,FALSE
FB_85459,85459,None,4,FALSE
FB_85460,85460,None,5,FALSE
FB_85461,85461,None,5,FALSE
FB_85462,85462,None,5,FALSE
FB_85463,85463,None,4,FALSE
FB_85464,85464,None,4,FALSE
FB_85465,85465,None,4,FALSE
FB_85466,85466,None,4,FALSE
FB_85467,85467,Spill,2,TRUE
FB_85468,85468,None,5,FALSE
FB_85469,85469,None,4,FALSE
FB_85470,85470,None,4,FALSE
FB_85471,85471,None,4,FALSE
FB_85472,85472,None,5,FALSE
FB_85473,85473,None,4,FALSE
FB_85474,85474,None,4,FALSE
FB_85475,85475,None,4,FALSE
FB_85476,85476,Late,2,TRUE
FB_85477,85477,None,4,FALSE
FB_85478,85478,None,5,FALSE
FB_85479,85479,None,5,FALSE
FB_85480,85480,None,5,FALSE
FB_85481,85481,None,5,FALSE
FB_85482,85482,Not Tasty,3,FALSE
FB_85483,85483,None,4,FALSE
FB_85484,85484,None,4,FALSE
FB_85485,85485,Late,2,TRUE
FB_85486,85486,None,5,FALSE
FB_85487,85487,Not Tasty,2,FALSE
FB_85488,85488,None,4,FALSE
FB_85489,85489,None,4,FALSE
FB_85490,85490,None,5,FALSE
FB_85491,85491,None,4,FALSE
FB_85492,85492,None,5,FALSE
FB_85493,85493,None,4,FALSE
FB_85494,85494,None,4,FALSE
FB_85495,85495,None,4,FALSE
FB_85496,85496,Late,1,FALSE
FB_85497,85497,None,4,FALSE
FB_85498,85498,Late,3,FALSE
FB_85499,85499,None,5,FALSE
FB_85500,85500,None,4,FALSE
FB_85501,85501,None,5,FALSE
FB_85502,85502,None,5,FALSE
FB_85503,85503,None,4,FALSE
FB_85504,85504,None,5,FALSE
FB_85505,85505,None,5,FALSE
FB_85506,85506,None,4,FALSE
FB_85507,85507,Not Tasty,2,FALSE
FB_85508,85508,None,4,FALSE
FB_85509,85509,Not Tasty,3,FALSE
FB_85510,85510,None,5,FALSE
FB_85511,85511,None,5,FALSE
FB_85512,85512,None,5,FALSE
FB_85513,85513,Late,3,TRUE
FB_85514,85514,Not Tasty,3,FALSE
FB_85515,85515,Late,2,TRUE
FB_85516,85516,None,4,FALSE
FB_85517,85517,None,5,FALSE
FB_85518,85518,None,4,FALSE
FB_85519,85519,None,4,FALSE
FB_85520,85520,Late,3,FALSE
FB_85521,85521,None,4,FALSE
FB_85522,85522,Spill,2,FALSE
FB_85523,85523,None,4,FALSE
FB_85524,85524,None,5,FALSE
FB_85525,85525,None,4,FALSE
FB_85526,85526,None,5,FALSE
FB_85527,85527,None,4,FALSE
FB_85528,85528,None,4,FALSE
FB_85529,85529,None,4,FALSE
FB_85530,85530,None,4,FALSE
FB_85531,85531,Late,2,FALSE
FB_85532,85532,None,4,FALSE
FB_85533,85533,Spill,2,FALSE
FB_85534,85534,None,5,FALSE
FB_85535,85535,Spill,1,TRUE
FB_85536,85536,None,4,FALSE
FB_85537,85537,Spill,1,TRUE
FB_85538,85538,None,4,FALSE
FB_85539,85539,None,5,FALSE
FB_85540,85540,Late,2,FALSE
FB_85541,85541,None,4,FALSE
FB_85542,85542,Late,3,FALSE
FB_85543,85543,Late,3,FALSE
FB_85544,85544,None,5,FALSE
FB_85545,85545,None,5,FALSE
FB_85546,85546,None,5,FALSE
FB_85547,85547,Not Tasty,2,FALSE
FB_85548,85548,None,5,FALSE
FB_85549,85549,None,5,FALSE
FB_85550,85550,None,5,FALSE
FB_85551,85551,Late,1,FALSE
FB_85552,85552,None,5,FALSE
FB_85553,85553,None,5,FALSE
FB_85554,85554,None,4,FALSE
FB_85555,85555,None,4,FALSE
FB_85556,85556,None,5,FALSE
FB_85557,85557,None,5,FALSE
FB_85558,85558,None,5,FALSE
FB_85559,85559,None,4,FALSE
FB_85560,85560,None,4,FALSE
FB_85561,85561,Late,2,FALSE
FB_85562,85562,Not Tasty,2,FALSE
FB_85563,85563,None,5,FALSE
FB_85564,85564,Late,3,FALSE
FB_85565,85565,None,5,FALSE
FB_85566,85566,None,5,FALSE
FB_85567,85567,None,4,FALSE
FB_85568,85568,None,5,FALSE
FB_85569,85569,None,5,FALSE
FB_85570,85570,None,5,FALSE
FB_85571,85571,None,5,FALSE
FB_85572,85572,None,5,FALSE
FB_85573,85573,None,5,FALSE
FB_85574,85574,None,5,FALSE
FB_85575,85575,None,4,FALSE
FB_85576,85576,None,4,FALSE
FB_85577,85577,Late,3,TRUE
FB_85578,85578,None,4,FALSE
FB_85579,85579,Not Tasty,3,FALSE
FB_85580,85580,None,4,FALSE
FB_85581,85581,Late,2,FALSE
FB_85582,85582,Late,3,FALSE
FB_85583,85583,None,4,FALSE
FB_85584,85584,None,4,FALSE
FB_85585,85585,None,5,FALSE
FB_85586,85586,None,4,FALSE
FB_85587,85587,None,5,FALSE
FB_85588,85588,None,5,FALSE
FB_85589,85589,None,5,FALSE
FB_85590,85590,None,5,FALSE
FB_85591,85591,None,5,FALSE
FB_85592,85592,Spill,1,FALSE
FB_85593,85593,None,5,FALSE
FB_85594,85594,None,4,FALSE
FB_85595,85595,None,5,FALSE
FB_85596,85596,None,5,FALSE
FB_85597,85597,None,4,FALSE
FB_85598,85598,Late,3,FALSE
FB_85599,85599,Spill,2,FALSE
FB_85600,85600,None,4,FALSE
FB_85601,85601,Late,1,FALSE
FB_85602,85602,None,5,FALSE
FB_85603,85603,None,4,FALSE
FB_85604,85604,None,5,FALSE
FB_85605,85605,Late,1,FALSE
FB_85606,85606,None,4,FALSE
FB_85607,85607,None,5,FALSE
FB_85608,85608,None,4,FALSE
FB_85609,85609,None,5,FALSE
FB_85610,85610,None,5,FALSE
FB_85611,85611,Spill,2,TRUE
FB_85612,85612,Spill,2,FALSE
FB_85613,85613,None,4,FALSE
FB_85614,85614,None,4,FALSE
FB_85615,85615,None,4,FALSE
FB_85616,85616,None,5,FALSE
FB_85617,85617,Spill,2,TRUE
FB_85618,85618,None,4,FALSE
FB_85619,85619,None,5,FALSE
FB_85620,85620,Not Tasty,3,FALSE
FB_85621,85621,None,4,FALSE
FB_85622,85622,None,4,FALSE
FB_85623,85623,None,4,FALSE
FB_85624,85624,None,4,FALSE
FB_85625,85625,None,4,FALSE
FB_85626,85626,None,4,FALSE
FB_85627,85627,Late,3,FALSE
FB_85628,85628,None,5,FALSE
FB_85629,85629,None,4,FALSE
FB_85630,85630,None,5,FALSE
FB_85631,85631,None,4,FALSE
FB_85632,85632,Late,1,TRUE
FB_85633,85633,None,5,FALSE
FB_85634,85634,None,4,FALSE
FB_85635,85635,None,5,FALSE
FB_85636,85636,None,5,FALSE
FB_85637,85637,Late,2,TRUE
FB_85638,85638,Late,1,TRUE
FB_85639,85639,None,4,FALSE
FB_85640,85640,None,4,FALSE
FB_85641,85641,None,4,FALSE
FB_85642,85642,Not Tasty,2,FALSE
FB_85643,85643,None,4,FALSE
FB_85644,85644,None,4,FALSE
FB_85645,85645,None,4,FALSE
FB_85646,85646,Late,1,FALSE
FB_85647,85647,None,5,FALSE
FB_85648,85648,None,4,FALSE
FB_85649,85649,None,5,FALSE
FB_85650,85650,None,4,FALSE
FB_85651,85651,None,5,FALSE
FB_85652,85652,Late,2,TRUE
FB_85653,85653,None,5,FALSE
FB_85654,85654,None,5,FALSE
FB_85655,85655,Spill,2,TRUE
FB_85656,85656,None,5,FALSE
FB_85657,85657,None,5,FALSE
FB_85658,85658,None,5,FALSE
FB_85659,85659,None,5,FALSE
FB_85660,85660,None,5,FALSE
FB_85661,85661,None,5,FALSE
FB_85662,85662,None,5,FALSE
FB_85663,85663,None,4,FALSE
FB_85664,85664,None,4,FALSE
FB_85665,85665,None,4,FALSE
FB_85666,85666,None,4,FALSE
FB_85667,85667,None,5,FALSE
FB_85668,85668,None,5,FALSE
FB_85669,85669,None,4,FALSE
FB_85670,85670,Late,3,FALSE
FB_85671,85671,Late,2,TRUE
FB_85672,85672,None,4,FALSE
FB_85673,85673,None,5,FALSE
FB_85674,85674,None,4,FALSE
FB_85675,85675,None,5,FALSE
FB_85676,85676,None,4,FALSE
FB_85677,85677,None,4,FALSE
FB_85678,85678,None,4,FALSE
FB_85679,85679,None,4,FALSE
FB_85680,85680,None,5,FALSE
FB_85681,85681,Not Tasty,3,FALSE
FB_85682,85682,None,4,FALSE
FB_85683,85683,None,4,FALSE
FB_85684,85684,None,5,FALSE
FB_85685,85685,Not Tasty,3,TRUE
FB_85686,85686,Spill,1,TRUE
FB_85687,85687,None,5,FALSE
FB_85688,85688,None,4,FALSE
FB_85689,85689,Late,2,TRUE
FB_85690,85690,None,4,FALSE
FB_85691,85691,None,5,FALSE
FB_85692,85692,None,4,FALSE
FB_85693,85693,None,4,FALSE
FB_85694,85694,None,5,FALSE
FB_85695,85695,None,4,FALSE
FB_85696,85696,Late,2,TRUE
FB_85697,85697,None,4,FALSE
FB_85698,85698,None,4,FALSE
FB_85699,85699,None,4,FALSE
FB_85700,85700,None,5,FALSE
FB_85701,85701,None,4,FALSE
FB_85702,85702,Late,2,FALSE
FB_85703,85703,None,5,FALSE
FB_85704,85704,None,5,FALSE
FB_85705,85705,None,4,FALSE
FB_85706,85706,None,5,FALSE
FB_85707,85707,Late,2,FALSE
FB_85708,85708,None,4,FALSE
FB_85709,85709,None,5,FALSE
FB_85710,85710,None,4,FALSE
FB_85711,85711,Spill,1,TRUE
FB_85712,85712,None,4,FALSE
FB_85713,85713,None,4,FALSE
FB_85714,85714,None,4,FALSE
FB_85715,85715,None,4,FALSE
FB_85716,85716,None,5,FALSE
FB_85717,85717,None,4,FALSE
FB_85718,85718,Not Tasty,2,TRUE
FB_85719,85719,Late,3,FALSE
FB_85720,85720,None,4,FALSE
FB_85721,85721,Late,3,FALSE
FB_85722,85722,None,4,FALSE
FB_85723,85723,None,5,FALSE
FB_85724,85724,Not Tasty,3,TRUE
FB_85725,85725,None,4,FALSE
FB_85726,85726,None,5,FALSE
FB_85727,85727,None,5,FALSE
FB_85728,85728,None,4,FALSE
FB_85729,85729,None,4,FALSE
FB_85730,85730,None,4,FALSE
FB_85731,85731,None,5,FALSE
FB_85732,85732,None,4,FALSE
FB_85733,85733,None,5,FALSE
FB_85734,85734,None,5,FALSE
FB_85735,85735,None,5,FALSE
FB_85736,85736,None,5,FALSE
FB_85737,85737,None,5,FALSE
FB_85738,85738,None,4,FALSE
FB_85739,85739,None,5,FALSE
FB_85740,85740,Spill,2,TRUE
FB_85741,85741,None,5,FALSE
FB_85742,85742,None,4,FALSE
