order_id,weather,zone,traffic_level
77787,Clear,BTM,3
77788,Storm,HSR,4
77789,Light Rain,Koramangala,1
77790,Light Rain,Koramangala,2
77791,Storm,BTM,4
77792,Heavy Rain,HSR,4
77793,Storm,Koramangala,3
77794,Storm,HSR,1
77795,Heavy Rain,BTM,3
77796,Heavy Rain,HSR,4
77797,Light Rain,Indiranagar,3
77798,Clear,Whitefield,4
77799,Clear,Whitefield,3
77800,Heavy Rain,Indiranagar,5
77801,Storm,HSR,2
77802,Clear,Whitefield,4
77803,Heavy Rain,Indiranagar,1
77804,Heavy Rain,Whitefield,2
77805,Storm,Indiranagar,4
77806,Storm,Indiranagar,3
77807,Storm,Koramangala,2
77808,Clear,HSR,4
77809,Heavy Rain,Koramangala,2
77810,Light Rain,HSR,1
77811,Clear,Indiranagar,1
77812,Storm,Whitefield,3
77813,Light Rain,BTM,3
77814,Clear,Whitefield,2
77815,Light Rain,Indiranagar,2
77816,Clear,Whitefield,4
77817,Clear,Indiranagar,4
77818,Heavy Rain,BTM,4
77819,Storm,BTM,5
77820,Storm,Indiranagar,1
77821,Storm,BTM,2
77822,Storm,BTM,1
77823,Light Rain,Indiranagar,1
77824,Storm,HSR,5
77825,Clear,BTM,4
77826,Light Rain,BTM,3
77827,Storm,Koramangala,4
77828,Heavy Rain,BTM,3
77829,Light Rain,Indiranagar,2
77830,Heavy Rain,Koramangala,1
77831,Light Rain,BTM,3
77832,Storm,Koramangala,5
77833,Storm,BTM,4
77834,Storm,BTM,5
77835,Storm,HSR,3
77836,Storm,Indiranagar,3
77837,Light Rain,Whitefield,5
77838,Storm,Koramangala,4
77839,Clear,Indiranagar,5
77840,Light Rain,Indiranagar,2
77841,Storm,HSR,4
77842,Heavy Rain,BTM,3
77843,Heavy Rain,Indiranagar,4
77844,Heavy Rain,BTM,4
77845,Clear,BTM,2
77846,Storm,BTM,3
77847,Heavy Rain,BTM,3
77848,Light Rain,HSR,4
77849,Light Rain,HSR,5
77850,Heavy Rain,Indiranagar,3
77851,Heavy Rain,Koramangala,5
77852,Storm,BTM,4
77853,Storm,Whitefield,5
77854,Light Rain,Koramangala,5
77855,Light Rain,Indiranagar,3
77856,Clear,Indiranagar,5
77857,Clear,HSR,1
77858,Heavy Rain,Indiranagar,1
77859,Clear,BTM,3
77860,Clear,BTM,3
77861,Clear,Whitefield,3
77862,Storm,Indiranagar,5
77863,Clear,HSR,1
77864,Heavy Rain,Whitefield,4
77865,Heavy Rain,Indiranagar,3
77866,Storm,Indiranagar,3
77867,Light Rain,Whitefield,5
77868,Storm,BTM,4
77869,Light Rain,Koramangala,2
77870,Light Rain,Indiranagar,5
77871,Heavy Rain,Indiranagar,1
77872,Clear,Indiranagar,1
77873,Clear,Koramangala,5
77874,Storm,Koramangala,4
77875,Heavy Rain,Indiranagar,4
77876,Heavy Rain,Koramangala,2
77877,Heavy Rain,BTM,1
77878,Heavy Rain,HSR,2
77879,Heavy Rain,Koramangala,4
77880,Clear,HSR,4
77881,Clear,Indiranagar,4
77882,Storm,Whitefield,3
77883,Clear,BTM,2
77884,Storm,Indiranagar,4
77885,Clear,BTM,5
77886,Heavy Rain,Koramangala,2
77887,Storm,Indiranagar,2
77888,Light Rain,HSR,4
77889,Heavy Rain,Koramangala,1
77890,Clear,Koramangala,5
77891,Heavy Rain,HSR,3
77892,Light Rain,Whitefield,2
77893,Storm,BTM,1
77894,Light Rain,BTM,2
77895,Light Rain,Whitefield,5
77896,Storm,Koramangala,1
77897,Light Rain,BTM,5
77898,Heavy Rain,Indiranagar,2
77899,Storm,Indiranagar,3
77900,Storm,Whitefield,5
77901,Light Rain,HSR,2
77902,Heavy Rain,HSR,2
77903,Storm,HSR,1
77904,Clear,HSR,1
77905,Clear,HSR,2
77906,Heavy Rain,Whitefield,1
77907,Heavy Rain,Whitefield,1
77908,Storm,HSR,2
77909,Clear,BTM,3
77910,Clear,Koramangala,1
77911,Light Rain,Whitefield,5
77912,Light Rain,Indiranagar,3
77913,Clear,BTM,5
77914,Light Rain,HSR,1
77915,Clear,Whitefield,4
77916,Heavy Rain,Whitefield,5
77917,Heavy Rain,BTM,1
77918,Heavy Rain,BTM,5
77919,Light Rain,HSR,4
77920,Light Rain,HSR,2
77921,Clear,Indiranagar,1
77922,Storm,BTM,5
77923,Light Rain,HSR,5
77924,Clear,Indiranagar,5
77925,Light Rain,Whitefield,3
77926,Heavy Rain,BTM,1
77927,Clear,Whitefield,3
77928,Clear,Whitefield,4
77929,Storm,Whitefield,2
77930,Clear,BTM,3
77931,Heavy Rain,Whitefield,2
77932,Storm,BTM,3
77933,Heavy Rain,Indiranagar,1
77934,Clear,BTM,3
77935,Light Rain,HSR,4
77936,Heavy Rain,HSR,3
77937,Clear,HSR,4
77938,Light Rain,Koramangala,5
77939,Storm,Indiranagar,5
77940,Clear,Indiranagar,4
77941,Light Rain,HSR,2
77942,Light Rain,BTM,4
77943,Heavy Rain,Whitefield,1
77944,Light Rain,BTM,2
77945,Light Rain,HSR,4
77946,Heavy Rain,BTM,5
77947,Storm,Indiranagar,1
77948,Clear,Whitefield,4
77949,Light Rain,BTM,1
77950,Storm,BTM,1
77951,Heavy Rain,BTM,5
77952,Heavy Rain,Whitefield,4
77953,Light Rain,Whitefield,4
77954,Heavy Rain,BTM,4
77955,Storm,Koramangala,2
77956,Light Rain,Whitefield,1
77957,Storm,Indiranagar,3
77958,Light Rain,Whitefield,5
77959,Heavy Rain,Koramangala,5
77960,Storm,HSR,5
77961,Storm,Indiranagar,5
77962,Clear,Koramangala,4
77963,Storm,HSR,2
77964,Heavy Rain,Koramangala,5
77965,Storm,Koramangala,2
77966,Light Rain,BTM,5
77967,Light Rain,Indiranagar,5
77968,Storm,Koramangala,4
77969,Heavy Rain,Indiranagar,1
77970,Storm,Indiranagar,3
77971,Light Rain,Koramangala,3
77972,Storm,Indiranagar,5
77973,Heavy Rain,BTM,3
77974,Clear,Whitefield,1
77975,Heavy Rain,HSR,5
77976,Clear,Koramangala,4
77977,Storm,BTM,4
77978,Heavy Rain,HSR,4
77979,Clear,BTM,5
77980,Light Rain,Koramangala,5
77981,Storm,Whitefield,3
77982,Light Rain,HSR,3
77983,Heavy Rain,HSR,1
77984,Light Rain,Indiranagar,2
77985,Storm,Indiranagar,3
77986,Storm,Whitefield,3
77987,Heavy Rain,Koramangala,3
77988,Clear,Koramangala,5
77989,Storm,HSR,4
77990,Storm,Whitefield,5
77991,Storm,Indiranagar,1
77992,Clear,Koramangala,1
77993,Light Rain,BTM,3
77994,Heavy Rain,BTM,2
77995,Storm,HSR,4
77996,Storm,HSR,5
77997,Clear,Indiranagar,5
77998,Heavy Rain,Koramangala,1
77999,Storm,HSR,5
78000,Storm,Koramangala,1
78001,Heavy Rain,Whitefield,2
78002,Heavy Rain,BTM,5
78003,Light Rain,Indiranagar,2
78004,Storm,Indiranagar,1
78005,Light Rain,BTM,2
78006,Clear,HSR,2
78007,Heavy Rain,Indiranagar,1
78008,Heavy Rain,Koramangala,2
78009,Heavy Rain,Whitefield,2
78010,Heavy Rain,Indiranagar,3
78011,Heavy Rain,HSR,2
78012,Heavy Rain,Indiranagar,2
78013,Clear,Whitefield,5
78014,Light Rain,BTM,3
78015,Clear,Whitefield,4
78016,Storm,Indiranagar,4
78017,Clear,BTM,2
78018,Storm,Indiranagar,1
78019,Storm,Koramangala,5
78020,Heavy Rain,Koramangala,2
78021,Heavy Rain,Koramangala,5
78022,Light Rain,Koramangala,4
78023,Storm,Whitefield,1
78024,Light Rain,Koramangala,1
78025,Heavy Rain,BTM,1
78026,Heavy Rain,HSR,1
78027,Clear,Whitefield,3
78028,Light Rain,Whitefield,2
78029,Storm,HSR,4
78030,Light Rain,HSR,1
78031,Heavy Rain,HSR,4
78032,Clear,HSR,2
78033,Light Rain,Koramangala,1
78034,Storm,Koramangala,1
78035,Clear,BTM,4
78036,Storm,Indiranagar,4
78037,Heavy Rain,BTM,5
78038,Storm,BTM,5
78039,Heavy Rain,BTM,2
78040,Clear,HSR,4
78041,Heavy Rain,BTM,4
78042,Clear,Whitefield,4
78043,Light Rain,Whitefield,1
78044,Light Rain,Indiranagar,1
78045,Light Rain,Koramangala,1
78046,Heavy Rain,Indiranagar,2
78047,Heavy Rain,Indiranagar,3
78048,Heavy Rain,BTM,1
78049,Storm,Koramangala,5
78050,Light Rain,Whitefield,1
78051,Storm,Whitefield,2
78052,Storm,HSR,2
78053,Light Rain,Koramangala,1
78054,Storm,Indiranagar,5
78055,Light Rain,Whitefield,3
78056,Storm,Koramangala,2
78057,Light Rain,BTM,4
78058,Heavy Rain,HSR,1
78059,Storm,Whitefield,3
78060,Clear,Whitefield,4
78061,Clear,Indiranagar,1
78062,Clear,BTM,1
78063,Clear,HSR,4
78064,Light Rain,Whitefield,4
78065,Storm,Whitefield,5
78066,Light Rain,Whitefield,1
78067,Storm,Koramangala,3
78068,Storm,Koramangala,4
78069,Clear,Whitefield,5
78070,Light Rain,Indiranagar,5
78071,Light Rain,Indiranagar,4
78072,Heavy Rain,Whitefield,1
78073,Storm,BTM,2
78074,Heavy Rain,Whitefield,2
78075,Heavy Rain,BTM,2
78076,Heavy Rain,Indiranagar,5
78077,Storm,Whitefield,4
78078,Light Rain,HSR,5
78079,Clear,BTM,1
78080,Light Rain,Whitefield,4
78081,Storm,BTM,5
78082,Light Rain,BTM,4
78083,Heavy Rain,Indiranagar,5
78084,Clear,Whitefield,5
78085,Light Rain,BTM,5
78086,Heavy Rain,BTM,4
78087,Clear,Whitefield,3
78088,Storm,Indiranagar,5
78089,Clear,Whitefield,4
78090,Heavy Rain,Koramangala,2
78091,Clear,HSR,5
78092,Light Rain,HSR,5
78093,Heavy Rain,HSR,5
78094,Clear,Whitefield,2
78095,Heavy Rain,BTM,2
78096,Heavy Rain,Indiranagar,2
78097,Clear,BTM,3
78098,Light Rain,BTM,4
78099,Light Rain,Indiranagar,4
78100,Light Rain,HSR,1
78101,Storm,BTM,3
78102,Clear,BTM,5
78103,Clear,Koramangala,4
78104,Clear,Koramangala,5
78105,Light Rain,BTM,4
78106,Storm,BTM,5
78107,Clear,BTM,5
78108,Storm,Koramangala,4
78109,Heavy Rain,HSR,2
78110,Storm,Indiranagar,5
78111,Heavy Rain,Koramangala,1
78112,Heavy Rain,BTM,1
78113,Storm,Koramangala,2
78114,Heavy Rain,BTM,1
78115,Heavy Rain,Indiranagar,2
78116,Storm,BTM,3
78117,Storm,Koramangala,5
78118,Light Rain,Whitefield,1
78119,Heavy Rain,Koramangala,3
78120,Heavy Rain,BTM,3
78121,Heavy Rain,BTM,4
78122,Clear,HSR,2
78123,Storm,HSR,1
78124,Heavy Rain,Koramangala,3
78125,Light Rain,Indiranagar,5
78126,Storm,HSR,3
78127,Storm,Koramangala,1
78128,Heavy Rain,HSR,3
78129,Light Rain,Whitefield,5
78130,Light Rain,BTM,3
78131,Heavy Rain,Koramangala,5
78132,Storm,HSR,1
78133,Heavy Rain,Indiranagar,3
78134,Clear,Koramangala,2
78135,Light Rain,HSR,4
78136,Storm,HSR,1
78137,Clear,Whitefield,4
78138,Heavy Rain,BTM,1
78139,Clear,Indiranagar,2
78140,Storm,BTM,5
78141,Storm,Indiranagar,2
78142,Clear,Indiranagar,4
78143,Storm,Koramangala,5
78144,Heavy Rain,BTM,2
78145,Light Rain,BTM,5
78146,Light Rain,Indiranagar,2
78147,Light Rain,Whitefield,2
78148,Storm,Koramangala,1
78149,Storm,BTM,5
78150,Heavy Rain,HSR,3
78151,Light Rain,Indiranagar,3
78152,Storm,Indiranagar,3
78153,Clear,Indiranagar,5
78154,Heavy Rain,Whitefield,3
78155,Storm,HSR,5
78156,Heavy Rain,Indiranagar,1
78157,Light Rain,Whitefield,1
78158,Clear,Whitefield,3
78159,Light Rain,Indiranagar,4
78160,Light Rain,Whitefield,2
78161,Light Rain,Indiranagar,4
78162,Heavy Rain,Koramangala,5
78163,Clear,Whitefield,4
78164,Light Rain,BTM,2
78165,Clear,Koramangala,2
78166,Clear,BTM,3
78167,Heavy Rain,Whitefield,4
78168,Heavy Rain,Whitefield,1
78169,Light Rain,Koramangala,2
78170,Clear,Whitefield,3
78171,Heavy Rain,HSR,5
78172,Clear,HSR,2
78173,Clear,HSR,4
78174,Light Rain,Koramangala,4
78175,Clear,Koramangala,1
78176,Storm,Koramangala,4
78177,Clear,HSR,5
78178,Light Rain,HSR,3
78179,Light Rain,Whitefield,4
78180,Light Rain,Whitefield,4
78181,Storm,BTM,3
78182,Light Rain,BTM,5
78183,Clear,Whitefield,3
78184,Light Rain,Whitefield,2
78185,Clear,BTM,3
78186,Light Rain,HSR,1
78187,Light Rain,HSR,5
78188,Clear,Koramangala,3
78189,Clear,HSR,3
78190,Storm,HSR,1
78191,Storm,Indiranagar,2
78192,Light Rain,HSR,1
78193,Heavy Rain,HSR,4
78194,Storm,Whitefield,3
78195,Heavy Rain,Koramangala,3
78196,Storm,BTM,2
78197,Light Rain,HSR,3
78198,Light Rain,BTM,2
78199,Clear,BTM,4
78200,Clear,HSR,5
78201,Heavy Rain,BTM,1
78202,Light Rain,Koramangala,4
78203,Heavy Rain,Whitefield,4
78204,Clear,Koramangala,5
78205,Clear,Whitefield,5
78206,Storm,Koramangala,5
78207,Heavy Rain,Indiranagar,2
78208,Storm,Whitefield,4
78209,Clear,Indiranagar,1
78210,Light Rain,Whitefield,2
78211,Light Rain,HSR,3
78212,Light Rain,Whitefield,1
78213,Storm,Koramangala,4
78214,Storm,Koramangala,3
78215,Light Rain,Whitefield,1
78216,Light Rain,HSR,1
78217,Clear,Koramangala,2
78218,Heavy Rain,Whitefield,5
78219,Light Rain,HSR,4
78220,Light Rain,HSR,1
78221,Heavy Rain,Indiranagar,4
78222,Clear,Whitefield,5
78223,Clear,Koramangala,4
78224,Storm,BTM,5
78225,Light Rain,Indiranagar,3
78226,Light Rain,BTM,1
78227,Heavy Rain,Whitefield,4
78228,Light Rain,BTM,1
78229,Storm,Whitefield,4
78230,Light Rain,BTM,4
78231,Heavy Rain,BTM,3
78232,Clear,Whitefield,3
78233,Clear,Koramangala,2
78234,Clear,Whitefield,3
78235,Clear,Indiranagar,2
78236,Storm,BTM,4
78237,Storm,BTM,3
78238,Light Rain,Koramangala,2
78239,Clear,Indiranagar,5
78240,Clear,Koramangala,2
78241,Light Rain,Indiranagar,4
78242,Clear,Indiranagar,5
78243,Heavy Rain,Indiranagar,1
78244,Light Rain,Whitefield,2
78245,Storm,Koramangala,2
78246,Clear,Koramangala,1
78247,Light Rain,HSR,3
78248,Storm,Indiranagar,4
78249,Light Rain,BTM,5
78250,Storm,Indiranagar,5
78251,Light Rain,Indiranagar,1
78252,Light Rain,BTM,5
78253,Clear,Indiranagar,5
78254,Clear,Indiranagar,2
78255,Light Rain,Whitefield,3
78256,Heavy Rain,Indiranagar,1
78257,Light Rain,Koramangala,1
78258,Heavy Rain,Koramangala,2
78259,Clear,Koramangala,1
78260,Light Rain,Indiranagar,2
78261,Storm,Koramangala,3
78262,Heavy Rain,Indiranagar,4
78263,Heavy Rain,Whitefield,3
78264,Light Rain,Indiranagar,5
78265,Heavy Rain,HSR,4
78266,Clear,Indiranagar,4
78267,Heavy Rain,BTM,1
78268,Light Rain,Whitefield,5
78269,Light Rain,BTM,5
78270,Clear,HSR,1
78271,Light Rain,BTM,4
78272,Heavy Rain,Koramangala,3
78273,Heavy Rain,Indiranagar,5
78274,Light Rain,Whitefield,1
78275,Clear,HSR,2
78276,Light Rain,BTM,2
78277,Heavy Rain,BTM,4
78278,Storm,Indiranagar,4
78279,Light Rain,Whitefield,4
78280,Light Rain,Koramangala,1
78281,Clear,Whitefield,1
78282,Heavy Rain,Whitefield,5
78283,Clear,Koramangala,4
78284,Light Rain,Whitefield,1
78285,Heavy Rain,Koramangala,3
78286,Light Rain,BTM,1
78287,Storm,BTM,1
78288,Heavy Rain,BTM,1
78289,Light Rain,Whitefield,4
78290,Heavy Rain,BTM,5
78291,Light Rain,BTM,2
78292,Storm,BTM,1
78293,Heavy Rain,Whitefield,2
78294,Storm,BTM,2
78295,Heavy Rain,BTM,5
78296,Storm,Koramangala,4
78297,Clear,Indiranagar,3
78298,Light Rain,HSR,2
78299,Light Rain,Koramangala,3
78300,Heavy Rain,HSR,3
78301,Clear,BTM,4
78302,Clear,Whitefield,3
78303,Storm,Koramangala,2
78304,Light Rain,Indiranagar,5
78305,Clear,Whitefield,4
78306,Light Rain,BTM,4
78307,Clear,BTM,5
78308,Heavy Rain,HSR,3
78309,Light Rain,Whitefield,2
78310,Clear,BTM,2
78311,Heavy Rain,Koramangala,4
78312,Light Rain,BTM,2
78313,Light Rain,Indiranagar,1
78314,Light Rain,HSR,1
78315,Heavy Rain,HSR,4
78316,Light Rain,Koramangala,1
78317,Light Rain,Koramangala,1
78318,Clear,HSR,1
78319,Storm,Koramangala,1
78320,Light Rain,Whitefield,3
78321,Light Rain,Indiranagar,5
78322,Clear,Whitefield,4
78323,Storm,BTM,2
78324,Light Rain,Indiranagar,2
78325,Clear,Whitefield,1
78326,Light Rain,BTM,2
78327,Clear,Indiranagar,1
78328,Clear,Indiranagar,5
78329,Storm,Koramangala,3
78330,Storm,HSR,2
78331,Heavy Rain,BTM,3
78332,Heavy Rain,BTM,5
78333,Light Rain,BTM,3
78334,Storm,Whitefield,5
78335,Light Rain,BTM,3
78336,Light Rain,BTM,5
78337,Heavy Rain,Indiranagar,1
78338,Clear,Indiranagar,5
78339,Storm,Indiranagar,4
78340,Clear,Koramangala,4
78341,Storm,BTM,4
78342,Light Rain,Indiranagar,4
78343,Storm,HSR,5
78344,Storm,Whitefield,4
78345,Light Rain,BTM,3
78346,Light Rain,HSR,4
78347,Light Rain,Indiranagar,1
78348,Light Rain,HSR,2
78349,Light Rain,Indiranagar,1
78350,Heavy Rain,Whitefield,2
78351,Clear,Indiranagar,5
78352,Light Rain,BTM,3
78353,Clear,Whitefield,1
78354,Light Rain,Indiranagar,3
78355,Light Rain,Indiranagar,4
78356,Light Rain,Koramangala,5
78357,Storm,Whitefield,1
78358,Heavy Rain,Whitefield,5
78359,Heavy Rain,Whitefield,5
78360,Clear,Whitefield,3
78361,Clear,HSR,4
78362,Heavy Rain,Indiranagar,3
78363,Light Rain,Koramangala,4
78364,Heavy Rain,Indiranagar,4
78365,Heavy Rain,Koramangala,1
78366,Heavy Rain,BTM,3
78367,Light Rain,HSR,2
78368,Heavy Rain,Whitefield,1
78369,Heavy Rain,BTM,4
78370,Light Rain,BTM,1
78371,Storm,BTM,5
78372,Clear,BTM,2
78373,Clear,Whitefield,1
78374,Storm,Koramangala,4
78375,Light Rain,Whitefield,5
78376,Heavy Rain,Indiranagar,3
78377,Clear,Koramangala,4
78378,Clear,HSR,2
78379,Heavy Rain,Whitefield,1
78380,Storm,HSR,5
78381,Clear,Whitefield,3
78382,Storm,Whitefield,5
78383,Heavy Rain,Indiranagar,2
78384,Storm,HSR,5
78385,Storm,BTM,5
78386,Storm,BTM,3
78387,Light Rain,Whitefield,3
78388,Clear,Indiranagar,4
78389,Heavy Rain,BTM,3
78390,Light Rain,Whitefield,2
78391,Storm,HSR,3
78392,Storm,Koramangala,1
78393,Clear,HSR,1
78394,Heavy Rain,BTM,3
78395,Clear,Indiranagar,5
78396,Light Rain,Whitefield,3
78397,Clear,HSR,4
78398,Light Rain,Koramangala,3
78399,Clear,Indiranagar,2
78400,Storm,Whitefield,1
78401,Clear,BTM,3
78402,Heavy Rain,Koramangala,4
78403,Storm,Indiranagar,5
78404,Light Rain,Koramangala,1
78405,Clear,Koramangala,2
78406,Heavy Rain,Whitefield,2
78407,Heavy Rain,Indiranagar,3
78408,Light Rain,HSR,3
78409,Heavy Rain,BTM,1
78410,Heavy Rain,Koramangala,5
78411,Clear,Indiranagar,4
78412,Storm,Koramangala,2
78413,Clear,BTM,3
78414,Clear,Whitefield,3
78415,Storm,BTM,1
78416,Storm,Koramangala,2
78417,Light Rain,HSR,1
78418,Heavy Rain,Indiranagar,3
78419,Clear,BTM,4
78420,Heavy Rain,BTM,4
78421,Clear,Koramangala,2
78422,Heavy Rain,HSR,5
78423,Clear,Koramangala,5
78424,Storm,Koramangala,3
78425,Clear,Whitefield,4
78426,Light Rain,BTM,5
78427,Light Rain,Indiranagar,2
78428,Storm,Indiranagar,3
78429,Light Rain,HSR,1
78430,Heavy Rain,Indiranagar,2
78431,Storm,BTM,4
78432,Light Rain,Whitefield,5
78433,Clear,Whitefield,5
78434,Clear,HSR,3
78435,Storm,Whitefield,4
78436,Heavy Rain,BTM,5
78437,Light Rain,BTM,2
78438,Light Rain,Indiranagar,4
78439,Clear,Indiranagar,5
78440,Clear,Whitefield,2
78441,Light Rain,BTM,1
78442,Light Rain,HSR,4
78443,Storm,Whitefield,1
78444,Storm,Koramangala,5
78445,Light Rain,Koramangala,5
78446,Clear,BTM,1
78447,Storm,Koramangala,3
78448,Light Rain,Koramangala,2
78449,Storm,HSR,4
78450,Heavy Rain,Indiranagar,3
78451,Clear,Indiranagar,5
78452,Heavy Rain,Koramangala,1
78453,Storm,Indiranagar,1
78454,Heavy Rain,Indiranagar,2
78455,Heavy Rain,Koramangala,3
78456,Heavy Rain,BTM,1
78457,Heavy Rain,Koramangala,5
78458,Clear,Indiranagar,3
78459,Heavy Rain,Indiranagar,3
78460,Heavy Rain,BTM,4
78461,Clear,Koramangala,3
78462,Light Rain,Whitefield,5
78463,Storm,BTM,5
78464,Heavy Rain,HSR,1
78465,Storm,HSR,4
78466,Light Rain,HSR,2
78467,Light Rain,Whitefield,1
78468,Heavy Rain,BTM,3
78469,Clear,BTM,5
78470,Heavy Rain,Indiranagar,1
78471,Clear,Koramangala,1
78472,Clear,Whitefield,4
78473,Heavy Rain,BTM,2
78474,Heavy Rain,HSR,1
78475,Heavy Rain,BTM,5
78476,Storm,Koramangala,4
78477,Light Rain,BTM,3
78478,Storm,Koramangala,4
78479,Clear,BTM,2
78480,Storm,BTM,2
78481,Storm,HSR,3
78482,Light Rain,HSR,2
78483,Storm,BTM,5
78484,Light Rain,Koramangala,4
78485,Storm,Whitefield,1
78486,Clear,BTM,2
78487,Light Rain,Whitefield,2
78488,Heavy Rain,Whitefield,4
78489,Storm,Koramangala,4
78490,Light Rain,BTM,4
78491,Heavy Rain,BTM,3
78492,Light Rain,Indiranagar,3
78493,Storm,Indiranagar,3
78494,Heavy Rain,Koramangala,5
78495,Storm,Indiranagar,1
78496,Storm,Koramangala,2
78497,Clear,Whitefield,5
78498,Light Rain,HSR,1
78499,Heavy Rain,BTM,4
78500,Light Rain,Koramangala,1
78501,Clear,Whitefield,5
78502,Light Rain,HSR,2
78503,Heavy Rain,Whitefield,2
78504,Light Rain,Koramangala,2
78505,Heavy Rain,Koramangala,1
78506,Clear,BTM,4
78507,Storm,Whitefield,1
78508,Light Rain,Koramangala,2
78509,Light Rain,Whitefield,1
78510,Light Rain,Indiranagar,3
78511,Clear,HSR,2
78512,Storm,HSR,2
78513,Heavy Rain,HSR,1
78514,Clear,HSR,5
78515,Light Rain,BTM,2
78516,Light Rain,BTM,2
78517,Light Rain,Koramangala,3
78518,Clear,Whitefield,5
78519,Clear,Indiranagar,3
78520,Heavy Rain,Indiranagar,2
78521,Clear,Whitefield,4
78522,Storm,Koramangala,3
78523,Light Rain,Koramangala,4
78524,Storm,Koramangala,4
78525,Clear,Indiranagar,1
78526,Clear,Indiranagar,4
78527,Clear,Koramangala,4
78528,Light Rain,HSR,3
78529,Storm,Indiranagar,1
78530,Clear,Koramangala,1
78531,Heavy Rain,BTM,3
78532,Light Rain,Koramangala,2
78533,Storm,HSR,4
78534,Storm,HSR,5
78535,Heavy Rain,HSR,1
78536,Clear,BTM,3
78537,Clear,HSR,1
78538,Light Rain,Indiranagar,1
78539,Light Rain,Whitefield,5
78540,Clear,HSR,2
78541,Light Rain,Koramangala,3
78542,Storm,Indiranagar,2
78543,Clear,Indiranagar,1
78544,Clear,Whitefield,2
78545,Light Rain,Indiranagar,3
78546,Storm,HSR,3
78547,Heavy Rain,BTM,1
78548,Light Rain,BTM,5
78549,Light Rain,HSR,2
78550,Storm,BTM,3
78551,Light Rain,Koramangala,1
78552,Light Rain,Koramangala,2
78553,Clear,Whitefield,2
78554,Storm,HSR,1
78555,Light Rain,Indiranagar,3
78556,Heavy Rain,BTM,1
78557,Heavy Rain,BTM,3
78558,Storm,Whitefield,1
78559,Storm,BTM,1
78560,Heavy Rain,Koramangala,4
78561,Light Rain,HSR,2
78562,Clear,Whitefield,5
78563,Light Rain,Whitefield,4
78564,Light Rain,Indiranagar,1
78565,Heavy Rain,Koramangala,2
78566,Light Rain,Whitefield,3
78567,Storm,HSR,2
78568,Light Rain,Whitefield,4
78569,Heavy Rain,Koramangala,4
78570,Storm,BTM,5
78571,Clear,HSR,5
78572,Clear,Whitefield,1
78573,Light Rain,Koramangala,3
78574,Storm,Whitefield,5
78575,Light Rain,HSR,1
78576,Storm,Koramangala,5
78577,Heavy Rain,BTM,2
78578,Clear,Whitefield,3
78579,Heavy Rain,Indiranagar,1
78580,Light Rain,BTM,5
78581,Clear,HSR,3
78582,Clear,Indiranagar,5
78583,Clear,Whitefield,3
78584,Heavy Rain,Whitefield,3
78585,Clear,BTM,1
78586,Clear,HSR,4
78587,Storm,Indiranagar,2
78588,Light Rain,Whitefield,5
78589,Light Rain,Whitefield,2
78590,Storm,Indiranagar,1
78591,Heavy Rain,Koramangala,4
78592,Clear,Koramangala,5
78593,Clear,Indiranagar,5
78594,Light Rain,Koramangala,4
78595,Light Rain,BTM,3
78596,Light Rain,HSR,4
78597,Heavy Rain,Koramangala,4
78598,Storm,HSR,5
78599,Storm,HSR,1
78600,Heavy Rain,HSR,4
78601,Storm,Indiranagar,1
78602,Heavy Rain,HSR,3
78603,Light Rain,Koramangala,2
78604,Heavy Rain,BTM,2
78605,Storm,Indiranagar,2
78606,Heavy Rain,Koramangala,3
78607,Clear,HSR,3
78608,Storm,BTM,4
78609,Storm,Whitefield,3
78610,Heavy Rain,BTM,5
78611,Heavy Rain,HSR,1
78612,Light Rain,Whitefield,2
78613,Heavy Rain,BTM,2
78614,Clear,Indiranagar,2
78615,Storm,Whitefield,3
78616,Light Rain,HSR,3
78617,Clear,HSR,1
78618,Clear,Koramangala,2
78619,Light Rain,BTM,5
78620,Clear,Koramangala,2
78621,Storm,Koramangala,2
78622,Heavy Rain,BTM,2
78623,Storm,Whitefield,1
78624,Heavy Rain,HSR,5
78625,Storm,HSR,4
78626,Light Rain,Koramangala,2
78627,Storm,Koramangala,5
78628,Clear,Koramangala,5
78629,Clear,Whitefield,3
78630,Storm,Koramangala,1
78631,Storm,Whitefield,3
78632,Light Rain,HSR,3
78633,Clear,BTM,1
78634,Clear,Indiranagar,4
78635,Clear,Koramangala,5
78636,Storm,HSR,1
78637,Heavy Rain,BTM,3
78638,Storm,BTM,3
78639,Heavy Rain,Koramangala,2
78640,Heavy Rain,Indiranagar,5
78641,Storm,BTM,4
78642,Storm,HSR,5
78643,Heavy Rain,Koramangala,1
78644,Light Rain,Whitefield,4
78645,Heavy Rain,Whitefield,2
78646,Light Rain,Whitefield,1
78647,Storm,Whitefield,4
78648,Clear,Koramangala,4
78649,Clear,BTM,5
78650,Light Rain,HSR,1
78651,Storm,Indiranagar,2
78652,Heavy Rain,Indiranagar,2
78653,Heavy Rain,HSR,5
78654,Heavy Rain,Koramangala,5
78655,Light Rain,Indiranagar,2
78656,Light Rain,HSR,2
78657,Storm,Whitefield,4
78658,Heavy Rain,HSR,1
78659,Light Rain,Indiranagar,5
78660,Light Rain,HSR,3
78661,Storm,BTM,3
78662,Light Rain,Indiranagar,5
78663,Clear,BTM,1
78664,Storm,HSR,5
78665,Storm,BTM,4
