order_id,customer_id,order_time,prep_time_est_mins,est_prep_to_delivery_mins,total_amount,order_status
84374,6255,"Thursday, November 21, 2024, 9:02:00 AM",39,68,598,Returned
84375,8372,"Sunday, June 30, 2024, 6:54:00 PM",22,51,435,Successful
84376,2598,"Sunday, November 10, 2024, 1:52:00 AM",29,69,711,Cancelled
84377,8224,"Friday, December 6, 2024, 1:33:00 PM",31,55,454,Successful
84378,7631,"Thursday, October 3, 2024, 7:15:00 AM",26,67,459,Successful
84379,8542,"Friday, December 27, 2024, 8:27:00 PM",37,61,678,Returned
84380,6611,"Monday, March 18, 2024, 3:33:00 PM",29,64,620,Cancelled
84381,5473,"Tuesday, July 16, 2024, 12:02:00 PM",40,60,623,Successful
84382,8489,"Monday, January 22, 2024, 7:09:00 AM",39,84,1057,Cancelled
84383,3073,"Thursday, January 18, 2024, 12:02:00 PM",33,61,876,Successful
84384,8723,"Thursday, December 12, 2024, 4:31:00 PM",37,63,1032,Returned
84385,3404,"Saturday, January 20, 2024, 9:08:00 PM",30,73,1047,Successful
84386,3288,"Monday, February 5, 2024, 8:09:00 PM",37,68,938,Successful
84387,6663,"Tuesday, June 11, 2024, 3:13:00 AM",38,66,858,Successful
84388,4572,"Friday, October 11, 2024, 11:59:00 AM",40,84,1196,Cancelled
84389,6590,"Saturday, June 29, 2024, 3:33:00 AM",25,60,966,Successful
84390,2884,"Saturday, September 28, 2024, 11:50:00 AM",22,51,642,Successful
84391,4124,"Sunday, November 17, 2024, 9:45:00 AM",33,71,767,Successful
84392,1159,"Thursday, July 25, 2024, 11:58:00 AM",36,57,934,Successful
84393,8345,"Tuesday, March 19, 2024, 12:37:00 PM",23,62,668,Successful
84394,7488,"Saturday, February 3, 2024, 4:11:00 AM",28,54,1055,Successful
84395,1799,"Friday, December 6, 2024, 8:40:00 AM",37,58,180,Successful
84396,8446,"Saturday, November 9, 2024, 3:22:00 PM",23,60,694,Cancelled
84397,4670,"Friday, April 5, 2024, 4:12:00 AM",25,64,331,Successful
84398,2870,"Tuesday, July 23, 2024, 5:34:00 PM",31,73,677,Successful
84399,1913,"Tuesday, December 17, 2024, 11:37:00 AM",37,75,1090,Successful
84400,5528,"Wednesday, October 16, 2024, 5:15:00 PM",37,69,169,Successful
84401,2322,"Saturday, November 16, 2024, 11:03:00 PM",21,48,399,Successful
84402,7178,"Friday, September 6, 2024, 6:13:00 AM",24,50,1121,Successful
84403,4790,"Friday, April 26, 2024, 6:47:00 AM",36,61,303,Cancelled
84404,5530,"Thursday, December 5, 2024, 6:41:00 PM",29,61,861,Cancelled
84405,3180,"Sunday, April 14, 2024, 4:28:00 PM",34,79,454,Cancelled
84406,2504,"Monday, April 15, 2024, 11:16:00 PM",35,66,945,Returned
84407,5987,"Friday, January 19, 2024, 1:50:00 AM",30,50,832,Successful
84408,4027,"Friday, July 26, 2024, 8:51:00 AM",37,81,287,Successful
84409,3333,"Friday, December 13, 2024, 3:07:00 PM",29,65,940,Successful
84410,4890,"Sunday, January 21, 2024, 10:56:00 PM",30,61,967,Successful
84411,1328,"Saturday, June 15, 2024, 10:22:00 PM",29,63,155,Successful
84412,4143,"Saturday, November 9, 2024, 5:22:00 AM",34,60,1077,Successful
84413,2436,"Thursday, December 19, 2024, 12:12:00 AM",36,81,833,Successful
84414,1919,"Sunday, May 12, 2024, 2:25:00 AM",28,62,510,Successful
84415,5049,"Monday, June 3, 2024, 8:20:00 AM",35,64,826,Successful
84416,6715,"Tuesday, June 4, 2024, 3:10:00 PM",34,57,399,Successful
84417,5405,"Thursday, January 11, 2024, 4:22:00 PM",29,53,847,Successful
84418,5502,"Monday, April 29, 2024, 1:02:00 AM",27,57,963,Successful
84419,1344,"Saturday, March 16, 2024, 8:32:00 PM",27,68,643,Successful
84420,2515,"Saturday, August 10, 2024, 3:02:00 PM",39,71,989,Successful
84421,1982,"Monday, May 20, 2024, 7:24:00 PM",29,73,727,Successful
84422,1935,"Saturday, October 26, 2024, 9:28:00 AM",31,52,1052,Successful
84423,2153,"Sunday, June 16, 2024, 7:24:00 PM",30,61,877,Cancelled
84424,5206,"Saturday, January 20, 2024, 2:25:00 AM",28,58,933,Successful
84425,2505,"Sunday, June 23, 2024, 4:16:00 PM",21,47,882,Successful
84426,5449,"Saturday, January 6, 2024, 6:07:00 AM",31,60,893,Successful
84427,6504,"Tuesday, March 19, 2024, 9:23:00 PM",35,63,263,Successful
84428,5016,"Thursday, September 12, 2024, 5:20:00 PM",23,66,596,Successful
84429,2080,"Friday, January 26, 2024, 9:41:00 AM",34,73,252,Returned
84430,8416,"Monday, April 1, 2024, 11:58:00 AM",25,62,429,Successful
84431,1369,"Wednesday, September 4, 2024, 11:52:00 PM",37,77,473,Returned
84432,8720,"Wednesday, September 25, 2024, 2:29:00 AM",29,60,175,Successful
84433,3702,"Saturday, May 18, 2024, 4:22:00 AM",35,60,200,Successful
84434,3633,"Saturday, June 1, 2024, 12:45:00 PM",29,55,461,Successful
84435,8256,"Monday, October 28, 2024, 6:04:00 AM",29,49,536,Successful
84436,3134,"Saturday, September 14, 2024, 3:33:00 AM",39,72,584,Returned
84437,7156,"Friday, January 26, 2024, 9:14:00 PM",24,68,1192,Successful
84438,3798,"Wednesday, November 27, 2024, 9:43:00 PM",26,57,805,Cancelled
84439,8728,"Monday, March 25, 2024, 11:40:00 PM",24,57,252,Successful
84440,3333,"Monday, September 16, 2024, 3:48:00 PM",27,57,1159,Successful
84441,2501,"Sunday, February 25, 2024, 9:31:00 PM",40,72,588,Successful
84442,3102,"Wednesday, October 16, 2024, 3:14:00 AM",20,47,772,Successful
84443,4205,"Saturday, June 1, 2024, 5:01:00 PM",27,54,560,Successful
84444,6346,"Monday, March 25, 2024, 11:31:00 AM",22,48,1051,Returned
84445,8961,"Friday, July 19, 2024, 1:53:00 AM",35,55,817,Successful
84446,7545,"Thursday, July 4, 2024, 11:02:00 PM",25,66,934,Successful
84447,1521,"Sunday, July 14, 2024, 1:47:00 AM",40,61,176,Successful
84448,7132,"Tuesday, April 2, 2024, 10:26:00 PM",38,78,563,Successful
84449,8773,"Monday, December 16, 2024, 5:12:00 AM",25,47,857,Successful
84450,3428,"Thursday, January 11, 2024, 9:12:00 PM",28,68,480,Successful
84451,8822,"Tuesday, March 12, 2024, 9:12:00 PM",33,75,1104,Returned
84452,4425,"Friday, August 16, 2024, 8:25:00 AM",22,52,548,Successful
84453,5390,"Monday, July 29, 2024, 2:59:00 AM",21,52,215,Successful
84454,7839,"Monday, November 25, 2024, 11:43:00 AM",39,80,557,Successful
84455,2208,"Tuesday, January 23, 2024, 1:57:00 PM",40,73,576,Successful
84456,5309,"Wednesday, June 12, 2024, 11:50:00 AM",20,62,707,Successful
84457,3817,"Wednesday, May 29, 2024, 8:33:00 PM",36,79,1084,Successful
84458,8855,"Thursday, December 26, 2024, 2:51:00 AM",30,72,192,Successful
84459,5822,"Thursday, January 25, 2024, 2:23:00 PM",24,45,717,Successful
84460,7597,"Thursday, March 21, 2024, 8:30:00 PM",24,61,282,Successful
84461,8025,"Monday, April 29, 2024, 6:44:00 PM",35,74,262,Cancelled
84462,7516,"Thursday, January 18, 2024, 1:04:00 PM",35,64,1000,Successful
84463,3821,"Tuesday, December 17, 2024, 4:35:00 PM",34,75,451,Successful
84464,6376,"Monday, May 20, 2024, 2:52:00 AM",28,59,474,Successful
84465,3982,"Wednesday, March 27, 2024, 1:00:00 PM",26,58,1002,Successful
84466,5061,"Monday, January 22, 2024, 4:52:00 AM",37,61,1072,Successful
84467,4414,"Saturday, December 14, 2024, 7:37:00 AM",34,64,732,Successful
84468,3984,"Friday, April 19, 2024, 8:18:00 PM",28,71,726,Successful
84469,6467,"Thursday, February 15, 2024, 10:04:00 AM",25,67,852,Successful
84470,1895,"Thursday, March 21, 2024, 3:09:00 AM",39,83,913,Successful
84471,2192,"Friday, December 6, 2024, 1:22:00 PM",22,46,1051,Successful
84472,1446,"Saturday, March 30, 2024, 5:52:00 PM",36,59,770,Successful
84473,2085,"Friday, November 1, 2024, 7:58:00 PM",31,76,1164,Successful
84474,6393,"Wednesday, October 23, 2024, 4:12:00 PM",30,50,767,Successful
84475,6867,"Wednesday, November 13, 2024, 1:51:00 PM",34,65,538,Successful
84476,7269,"Saturday, May 11, 2024, 3:58:00 PM",27,64,900,Returned
84477,7657,"Tuesday, February 6, 2024, 11:29:00 PM",40,73,282,Cancelled
84478,6335,"Friday, May 10, 2024, 7:26:00 AM",26,47,1156,Successful
84479,1624,"Monday, February 12, 2024, 12:38:00 PM",39,77,1194,Successful
84480,7475,"Friday, May 10, 2024, 6:24:00 PM",33,62,906,Successful
84481,3528,"Saturday, January 20, 2024, 7:55:00 AM",28,67,1123,Successful
84482,1211,"Saturday, October 5, 2024, 1:55:00 AM",20,48,1198,Successful
84483,8405,"Thursday, September 12, 2024, 11:49:00 PM",29,56,757,Successful
84484,2148,"Tuesday, August 6, 2024, 4:00:00 PM",36,76,383,Successful
84485,4550,"Sunday, May 19, 2024, 10:14:00 AM",34,78,383,Successful
84486,3787,"Saturday, May 25, 2024, 1:04:00 AM",25,54,566,Successful
84487,8893,"Saturday, July 13, 2024, 6:12:00 AM",29,66,829,Successful
84488,2345,"Friday, March 8, 2024, 2:43:00 PM",21,49,449,Successful
84489,2323,"Monday, April 22, 2024, 3:39:00 PM",37,71,803,Successful
84490,3834,"Friday, September 6, 2024, 2:17:00 AM",36,76,472,Successful
84491,7195,"Friday, February 16, 2024, 11:08:00 PM",23,57,403,Successful
84492,6144,"Sunday, January 21, 2024, 4:31:00 PM",27,63,932,Successful
84493,7331,"Tuesday, November 26, 2024, 4:00:00 AM",22,60,1131,Successful
84494,8724,"Wednesday, November 6, 2024, 9:15:00 AM",33,67,862,Cancelled
84495,2039,"Thursday, June 13, 2024, 10:10:00 PM",28,56,624,Successful
84496,1828,"Wednesday, January 31, 2024, 12:21:00 PM",32,54,794,Successful
84497,7860,"Sunday, December 29, 2024, 3:55:00 AM",37,67,829,Successful
84498,8366,"Sunday, January 7, 2024, 2:39:00 AM",26,65,950,Successful
84499,8034,"Wednesday, July 10, 2024, 1:22:00 AM",26,70,366,Successful
84500,7074,"Tuesday, December 3, 2024, 10:45:00 AM",32,55,863,Successful
84501,3021,"Sunday, March 3, 2024, 9:58:00 AM",37,59,759,Successful
84502,6646,"Thursday, February 29, 2024, 12:30:00 AM",24,44,212,Successful
84503,3850,"Monday, June 10, 2024, 3:38:00 PM",21,49,782,Cancelled
84504,1575,"Sunday, April 21, 2024, 3:48:00 AM",28,66,507,Successful
84505,1822,"Sunday, February 25, 2024, 4:52:00 AM",36,66,624,Cancelled
84506,4116,"Thursday, September 5, 2024, 7:49:00 AM",35,73,880,Successful
84507,3433,"Saturday, June 29, 2024, 9:59:00 PM",29,64,161,Successful
84508,7255,"Saturday, February 17, 2024, 1:26:00 AM",23,45,1065,Successful
84509,4418,"Wednesday, May 22, 2024, 1:05:00 AM",33,56,917,Successful
84510,2068,"Saturday, December 21, 2024, 10:42:00 AM",36,77,1059,Successful
84511,8007,"Sunday, February 18, 2024, 10:34:00 PM",27,57,570,Successful
84512,6756,"Friday, September 20, 2024, 7:12:00 PM",36,78,483,Successful
84513,1939,"Tuesday, February 6, 2024, 11:33:00 PM",39,74,473,Successful
84514,3836,"Monday, July 1, 2024, 5:35:00 PM",25,70,947,Successful
84515,6491,"Wednesday, May 8, 2024, 1:11:00 PM",22,55,340,Successful
84516,1861,"Tuesday, January 9, 2024, 1:41:00 AM",31,68,706,Successful
84517,3114,"Monday, February 26, 2024, 11:25:00 PM",22,65,324,Successful
84518,7715,"Monday, October 21, 2024, 10:26:00 AM",40,73,425,Successful
84519,8391,"Wednesday, April 10, 2024, 5:25:00 AM",31,65,652,Successful
84520,3555,"Wednesday, September 4, 2024, 6:04:00 AM",30,68,555,Successful
84521,5627,"Tuesday, July 16, 2024, 9:06:00 AM",23,68,1098,Successful
84522,8345,"Thursday, December 12, 2024, 9:47:00 PM",37,75,364,Successful
84523,1666,"Wednesday, February 28, 2024, 7:23:00 PM",30,57,894,Successful
84524,7893,"Thursday, March 14, 2024, 8:21:00 PM",27,67,330,Successful
84525,4919,"Saturday, September 21, 2024, 11:26:00 AM",23,55,985,Cancelled
84526,3950,"Tuesday, March 12, 2024, 9:12:00 PM",34,72,301,Returned
84527,4747,"Sunday, May 5, 2024, 5:44:00 AM",23,65,416,Successful
84528,5644,"Friday, April 26, 2024, 9:37:00 AM",30,75,255,Successful
84529,6703,"Wednesday, May 29, 2024, 7:20:00 PM",28,58,529,Successful
84530,3231,"Tuesday, September 17, 2024, 7:27:00 AM",40,64,1162,Successful
84531,3918,"Wednesday, January 17, 2024, 1:37:00 AM",31,64,1192,Successful
84532,6601,"Sunday, October 6, 2024, 8:11:00 AM",35,58,825,Successful
84533,1334,"Thursday, September 12, 2024, 3:53:00 AM",20,49,947,Returned
84534,6002,"Friday, November 8, 2024, 2:34:00 PM",35,57,687,Successful
84535,4190,"Wednesday, January 31, 2024, 3:46:00 AM",29,69,634,Successful
84536,2851,"Tuesday, July 9, 2024, 8:52:00 PM",23,54,757,Successful
84537,1201,"Wednesday, January 10, 2024, 10:58:00 AM",40,81,320,Successful
84538,3069,"Tuesday, June 18, 2024, 2:21:00 AM",33,71,548,Successful
84539,2549,"Sunday, October 20, 2024, 5:27:00 PM",26,46,831,Successful
84540,6133,"Thursday, November 28, 2024, 4:10:00 PM",30,67,505,Successful
84541,6675,"Friday, July 26, 2024, 5:37:00 AM",25,64,817,Successful
84542,6542,"Monday, March 11, 2024, 11:43:00 PM",20,62,730,Successful
84543,4257,"Thursday, December 12, 2024, 4:41:00 PM",28,63,710,Successful
84544,8079,"Tuesday, August 6, 2024, 12:06:00 AM",27,62,199,Successful
84545,3170,"Sunday, October 13, 2024, 5:45:00 PM",28,58,482,Successful
84546,8006,"Thursday, March 21, 2024, 7:53:00 AM",34,70,1199,Successful
84547,4473,"Saturday, January 20, 2024, 2:58:00 PM",25,70,893,Successful
84548,5395,"Sunday, July 7, 2024, 3:28:00 PM",23,50,246,Cancelled
84549,4850,"Friday, July 26, 2024, 11:28:00 AM",35,65,946,Successful
84550,5395,"Monday, July 1, 2024, 8:11:00 AM",23,67,610,Successful
84551,2152,"Saturday, January 20, 2024, 3:15:00 PM",21,44,916,Successful
84552,2800,"Friday, September 6, 2024, 4:25:00 AM",23,47,687,Successful
84553,5452,"Wednesday, May 29, 2024, 12:33:00 PM",33,76,404,Successful
84554,4525,"Saturday, March 30, 2024, 11:54:00 PM",37,75,162,Successful
84555,7857,"Wednesday, January 17, 2024, 5:27:00 AM",33,67,1131,Returned
84556,5792,"Monday, July 15, 2024, 12:58:00 PM",35,71,331,Cancelled
84557,8107,"Sunday, July 21, 2024, 9:22:00 AM",40,76,843,Successful
84558,7269,"Tuesday, December 3, 2024, 8:32:00 AM",36,72,768,Successful
84559,7446,"Monday, July 1, 2024, 9:25:00 AM",25,65,558,Returned
84560,2176,"Thursday, January 11, 2024, 11:06:00 PM",31,53,1104,Successful
84561,2257,"Thursday, April 4, 2024, 6:39:00 PM",32,67,779,Successful
84562,1871,"Friday, March 1, 2024, 4:33:00 PM",38,82,947,Successful
84563,4979,"Saturday, October 26, 2024, 4:42:00 AM",23,61,1005,Cancelled
84564,6603,"Monday, July 8, 2024, 2:34:00 AM",27,55,1008,Successful
84565,5028,"Sunday, January 14, 2024, 7:30:00 PM",27,69,748,Successful
84566,2711,"Monday, December 30, 2024, 12:25:00 AM",21,66,162,Successful
84567,5677,"Tuesday, April 16, 2024, 4:56:00 PM",33,76,1002,Successful
84568,2401,"Tuesday, August 6, 2024, 2:29:00 PM",20,56,842,Successful
84569,3945,"Friday, September 13, 2024, 2:45:00 AM",27,64,1137,Successful
84570,8743,"Tuesday, October 22, 2024, 10:56:00 PM",32,61,1104,Successful
84571,8486,"Tuesday, September 17, 2024, 6:57:00 AM",27,60,266,Successful
84572,7560,"Monday, June 24, 2024, 10:49:00 PM",40,62,738,Successful
84573,5259,"Saturday, June 29, 2024, 10:41:00 AM",40,81,507,Successful
84574,3949,"Saturday, February 17, 2024, 6:56:00 PM",38,76,779,Successful
84575,8778,"Sunday, September 15, 2024, 8:12:00 AM",22,67,394,Successful
84576,2041,"Friday, July 5, 2024, 2:43:00 AM",29,68,1095,Successful
84577,1100,"Wednesday, January 3, 2024, 9:04:00 PM",31,52,800,Returned
84578,8425,"Wednesday, January 17, 2024, 10:09:00 AM",35,66,384,Successful
84579,6746,"Friday, April 26, 2024, 1:39:00 AM",35,59,181,Successful
84580,4621,"Saturday, July 13, 2024, 10:50:00 AM",28,65,394,Successful
84581,6628,"Thursday, November 21, 2024, 6:41:00 AM",26,66,864,Successful
84582,5228,"Wednesday, July 17, 2024, 11:22:00 AM",40,73,1036,Returned
84583,4541,"Monday, July 15, 2024, 5:59:00 PM",33,66,702,Successful
84584,6022,"Saturday, October 26, 2024, 12:33:00 PM",38,67,410,Successful
84585,5947,"Friday, June 14, 2024, 12:47:00 AM",28,54,491,Successful
84586,5458,"Monday, August 19, 2024, 5:58:00 AM",29,55,242,Successful
84587,2048,"Friday, October 25, 2024, 11:38:00 PM",32,58,829,Successful
84588,7707,"Wednesday, August 7, 2024, 11:55:00 PM",37,70,464,Successful
84589,7591,"Saturday, December 14, 2024, 11:59:00 AM",37,69,1147,Successful
84590,3974,"Friday, January 12, 2024, 1:04:00 AM",34,75,237,Successful
84591,6149,"Sunday, July 28, 2024, 9:40:00 AM",30,55,535,Successful
84592,8571,"Friday, October 25, 2024, 11:50:00 AM",29,72,848,Successful
84593,1638,"Monday, March 25, 2024, 5:46:00 PM",34,64,689,Successful
84594,3100,"Sunday, October 27, 2024, 3:00:00 AM",24,52,1107,Successful
84595,5621,"Monday, August 26, 2024, 9:34:00 PM",29,60,718,Successful
84596,2171,"Wednesday, March 13, 2024, 7:19:00 PM",33,71,990,Successful
84597,3929,"Thursday, May 9, 2024, 12:35:00 AM",33,69,828,Successful
84598,8235,"Wednesday, December 4, 2024, 4:54:00 PM",36,62,151,Successful
84599,1210,"Friday, January 12, 2024, 1:02:00 PM",27,51,807,Successful
84600,3368,"Thursday, December 12, 2024, 4:45:00 PM",37,81,382,Successful
84601,4095,"Thursday, September 5, 2024, 5:37:00 AM",37,63,642,Successful
84602,5053,"Sunday, July 7, 2024, 3:54:00 AM",35,62,709,Successful
84603,3275,"Sunday, October 6, 2024, 4:36:00 AM",22,67,836,Successful
84604,4779,"Monday, June 17, 2024, 2:33:00 PM",24,60,689,Successful
84605,5545,"Sunday, June 9, 2024, 8:59:00 PM",30,68,202,Successful
84606,4366,"Friday, November 1, 2024, 11:16:00 AM",28,72,990,Successful
84607,7706,"Tuesday, August 27, 2024, 1:25:00 AM",29,73,182,Successful
84608,4229,"Thursday, May 23, 2024, 5:03:00 AM",39,82,327,Successful
84609,7855,"Sunday, February 25, 2024, 4:13:00 PM",39,78,278,Successful
84610,7098,"Saturday, August 3, 2024, 7:50:00 AM",30,62,196,Successful
84611,7579,"Saturday, June 29, 2024, 7:25:00 PM",20,64,267,Successful
84612,3914,"Monday, October 21, 2024, 3:15:00 PM",39,60,159,Successful
84613,8845,"Thursday, October 10, 2024, 8:34:00 AM",33,57,427,Successful
84614,5197,"Sunday, July 14, 2024, 9:05:00 AM",21,59,813,Successful
84615,1863,"Wednesday, June 26, 2024, 12:49:00 AM",21,45,435,Successful
84616,8462,"Tuesday, November 26, 2024, 8:56:00 PM",21,65,546,Returned
84617,1907,"Friday, March 29, 2024, 4:02:00 AM",29,55,913,Successful
84618,8463,"Sunday, March 24, 2024, 12:37:00 AM",20,56,1157,Successful
84619,6619,"Monday, May 13, 2024, 2:42:00 AM",40,81,1160,Cancelled
84620,4124,"Tuesday, February 27, 2024, 10:52:00 PM",23,68,793,Successful
84621,1211,"Thursday, March 28, 2024, 1:58:00 PM",22,65,291,Successful
84622,3818,"Thursday, June 27, 2024, 6:13:00 PM",25,66,588,Successful
84623,2370,"Tuesday, May 21, 2024, 3:08:00 AM",31,53,864,Successful
84624,3474,"Sunday, June 30, 2024, 10:45:00 AM",39,68,1168,Successful
84625,3140,"Tuesday, March 26, 2024, 11:31:00 AM",38,67,435,Successful
84626,1875,"Saturday, August 3, 2024, 2:03:00 PM",35,72,1109,Successful
84627,3067,"Sunday, December 15, 2024, 10:26:00 AM",35,73,700,Successful
84628,1091,"Thursday, February 22, 2024, 8:18:00 PM",27,59,1006,Successful
84629,6370,"Sunday, January 7, 2024, 1:09:00 AM",38,80,977,Successful
84630,7953,"Tuesday, April 9, 2024, 12:44:00 PM",32,57,619,Successful
84631,5070,"Sunday, February 18, 2024, 5:10:00 AM",23,60,1029,Successful
84632,6902,"Wednesday, October 9, 2024, 9:40:00 PM",29,59,501,Successful
84633,6726,"Sunday, September 1, 2024, 5:25:00 AM",32,57,580,Successful
84634,5321,"Friday, February 16, 2024, 7:24:00 AM",25,45,1072,Returned
84635,6693,"Wednesday, November 6, 2024, 2:01:00 AM",21,59,533,Cancelled
84636,4566,"Monday, June 17, 2024, 9:26:00 AM",39,81,697,Successful
84637,4798,"Saturday, May 4, 2024, 5:27:00 PM",33,58,926,Successful
84638,4373,"Sunday, February 11, 2024, 1:19:00 PM",39,83,1049,Successful
84639,3525,"Monday, February 26, 2024, 9:21:00 AM",30,68,638,Successful
84640,3177,"Saturday, January 27, 2024, 3:47:00 AM",35,68,1102,Successful
84641,2751,"Monday, September 16, 2024, 11:23:00 PM",28,69,344,Successful
84642,3634,"Monday, January 29, 2024, 1:10:00 PM",21,45,1186,Successful
84643,8746,"Tuesday, May 7, 2024, 2:50:00 AM",20,53,442,Successful
84644,5563,"Thursday, February 15, 2024, 4:30:00 AM",30,74,651,Returned
84645,5132,"Tuesday, April 23, 2024, 8:41:00 AM",20,63,264,Successful
84646,2479,"Sunday, February 11, 2024, 2:50:00 AM",36,71,635,Cancelled
84647,6686,"Monday, September 9, 2024, 8:20:00 AM",29,65,1045,Successful
84648,8681,"Wednesday, January 3, 2024, 4:16:00 AM",33,67,1050,Successful
84649,5114,"Tuesday, May 14, 2024, 3:33:00 PM",27,61,353,Successful
84650,2503,"Saturday, June 29, 2024, 5:12:00 PM",34,70,200,Successful
84651,1213,"Monday, October 21, 2024, 8:30:00 PM",39,64,425,Successful
84652,3370,"Wednesday, August 7, 2024, 10:37:00 PM",37,63,716,Successful
84653,8314,"Monday, September 9, 2024, 1:20:00 PM",33,68,979,Successful
84654,3673,"Tuesday, November 12, 2024, 7:42:00 AM",38,63,715,Successful
84655,2162,"Wednesday, May 29, 2024, 7:10:00 AM",38,77,1082,Cancelled
84656,2896,"Tuesday, December 10, 2024, 8:08:00 PM",39,72,368,Successful
84657,4834,"Thursday, January 11, 2024, 2:16:00 PM",23,48,539,Successful
84658,3974,"Monday, September 9, 2024, 3:39:00 PM",22,64,539,Successful
84659,5400,"Monday, June 24, 2024, 11:06:00 PM",32,72,278,Successful
84660,4604,"Saturday, June 22, 2024, 10:27:00 PM",30,60,924,Successful
84661,3109,"Monday, March 25, 2024, 9:27:00 AM",22,60,1107,Successful
84662,4859,"Monday, July 8, 2024, 8:04:00 PM",31,63,865,Successful
84663,2426,"Thursday, December 26, 2024, 8:53:00 AM",37,66,681,Successful
84664,3795,"Sunday, February 25, 2024, 6:25:00 AM",33,68,645,Successful
84665,3072,"Monday, September 23, 2024, 10:05:00 PM",23,51,938,Successful
84666,7901,"Friday, May 10, 2024, 8:56:00 AM",26,53,1145,Successful
84667,4462,"Sunday, October 6, 2024, 7:24:00 AM",32,52,1037,Successful
84668,8062,"Saturday, November 30, 2024, 10:12:00 AM",34,62,724,Successful
84669,5871,"Saturday, November 30, 2024, 12:30:00 AM",40,69,315,Successful
84670,2361,"Thursday, January 25, 2024, 7:43:00 AM",34,66,1069,Successful
84671,8257,"Sunday, January 21, 2024, 7:54:00 AM",24,48,461,Successful
84672,7076,"Wednesday, November 27, 2024, 11:50:00 PM",24,54,709,Successful
84673,4813,"Tuesday, May 14, 2024, 1:00:00 PM",38,75,227,Successful
84674,4535,"Sunday, December 1, 2024, 6:39:00 PM",39,76,961,Successful
84675,4771,"Sunday, January 14, 2024, 6:26:00 PM",30,63,692,Cancelled
84676,2417,"Friday, October 25, 2024, 2:25:00 PM",36,79,693,Successful
84677,3348,"Saturday, July 6, 2024, 4:44:00 AM",39,70,574,Cancelled
84678,4300,"Wednesday, April 17, 2024, 1:29:00 AM",20,57,547,Successful
84679,6113,"Saturday, June 22, 2024, 4:01:00 PM",25,47,532,Successful
84680,5848,"Friday, February 2, 2024, 1:15:00 AM",38,66,885,Successful
84681,4083,"Sunday, May 19, 2024, 8:24:00 AM",28,70,848,Successful
84682,2797,"Tuesday, October 29, 2024, 6:46:00 PM",25,62,212,Successful
84683,5119,"Thursday, November 21, 2024, 4:10:00 AM",31,70,640,Successful
84684,7192,"Thursday, December 19, 2024, 5:59:00 PM",21,42,1170,Successful
84685,7651,"Wednesday, May 29, 2024, 10:35:00 AM",39,77,656,Successful
84686,2287,"Saturday, October 5, 2024, 2:18:00 PM",24,49,1103,Successful
84687,5969,"Tuesday, December 24, 2024, 3:38:00 PM",37,82,898,Successful
84688,3931,"Friday, April 12, 2024, 12:41:00 PM",24,48,564,Successful
84689,5793,"Monday, June 24, 2024, 8:40:00 PM",38,64,565,Successful
84690,5994,"Monday, September 9, 2024, 3:54:00 AM",31,57,526,Successful
84691,8004,"Friday, August 9, 2024, 1:25:00 AM",28,58,804,Successful
84692,4155,"Thursday, November 14, 2024, 1:34:00 PM",39,76,544,Successful
84693,4863,"Tuesday, April 30, 2024, 2:21:00 PM",31,72,223,Returned
84694,6164,"Monday, September 30, 2024, 9:40:00 AM",28,48,1086,Successful
84695,8666,"Sunday, February 25, 2024, 11:27:00 AM",38,58,168,Successful
84696,8092,"Wednesday, January 24, 2024, 2:49:00 PM",34,57,284,Successful
84697,3059,"Monday, September 9, 2024, 2:19:00 PM",39,78,1158,Returned
84698,7415,"Thursday, May 16, 2024, 11:01:00 AM",24,55,954,Successful
84699,4827,"Friday, August 2, 2024, 5:54:00 PM",37,81,726,Successful
84700,7589,"Sunday, August 4, 2024, 12:52:00 AM",29,66,1112,Successful
84701,7393,"Tuesday, June 18, 2024, 10:11:00 PM",34,55,592,Successful
84702,1917,"Tuesday, November 26, 2024, 1:37:00 PM",30,65,627,Returned
84703,1810,"Saturday, November 23, 2024, 8:19:00 AM",25,53,925,Successful
84704,2443,"Thursday, May 9, 2024, 1:25:00 AM",38,73,192,Successful
84705,5051,"Wednesday, June 5, 2024, 9:48:00 AM",35,75,218,Successful
84706,8343,"Saturday, November 30, 2024, 3:25:00 PM",34,73,1196,Successful
84707,8081,"Monday, December 23, 2024, 3:36:00 PM",39,72,878,Successful
84708,7647,"Tuesday, April 9, 2024, 1:16:00 PM",24,68,637,Successful
84709,2412,"Thursday, May 9, 2024, 6:10:00 PM",36,62,608,Successful
84710,4479,"Saturday, June 15, 2024, 6:28:00 PM",37,76,1104,Successful
84711,2892,"Saturday, March 2, 2024, 1:56:00 AM",35,71,943,Successful
84712,1288,"Monday, April 8, 2024, 1:44:00 AM",29,72,181,Successful
84713,6044,"Thursday, May 9, 2024, 2:12:00 PM",39,76,1081,Successful
84714,1837,"Friday, February 23, 2024, 5:25:00 PM",32,76,238,Successful
84715,2769,"Thursday, May 30, 2024, 5:11:00 PM",27,50,899,Successful
84716,6634,"Friday, March 1, 2024, 3:23:00 PM",33,71,747,Successful
84717,5182,"Thursday, August 15, 2024, 2:35:00 PM",33,67,390,Successful
84718,2945,"Tuesday, December 10, 2024, 9:38:00 PM",22,48,379,Successful
84719,4110,"Wednesday, May 8, 2024, 8:27:00 PM",24,64,180,Successful
